dest,inb train,nb rc
1,0,7
1,0,7
2,0,7
2,0,3
2,1,6
2,1,4
1,1,2
2,1,6
1,2,4
1,2,1
1,2,4
2,2,5
1,3,2
2,3,6
1,3,6
2,3,4
2,4,5
1,4,2
2,4,6
1,4,6
2,5,6
1,5,2
1,5,5
1,5,4
1,6,5
1,6,1
2,6,4
2,6,5
2,7,7
1,7,4
1,7,6
1,7,7
2,8,1
2,8,4
1,8,4
2,8,3
1,9,1
2,9,6
1,9,4
1,9,6
2,10,3
1,10,5
1,10,2
2,10,4
1,11,1
1,11,1
1,11,7
1,11,3
1,12,4
2,12,4
1,12,1
1,12,7
2,13,7
2,13,4
2,13,5
1,13,7
2,14,6
2,14,7
2,14,3
1,14,1
2,15,4
2,15,7
1,15,3
2,15,4
2,16,5
2,16,4
2,16,5
2,16,1
2,17,6
1,17,2
1,17,2
1,17,2
2,18,7
1,18,4
2,18,3
2,18,6
2,19,5
2,19,3
1,19,3
1,19,2
