dest,inb train,nb rc
1,0,4
1,0,2
2,0,3
2,0,3
1,1,2
2,1,6
1,1,1
1,1,2
2,2,4
1,2,5
2,2,6
2,2,5
1,3,7
2,3,4
1,3,3
2,3,4
1,4,3
2,4,6
2,4,3
1,4,2
1,5,6
1,5,6
2,5,5
1,5,5
1,6,3
1,6,6
2,6,7
2,6,2
2,7,2
1,7,3
1,7,7
1,7,1
2,8,7
2,8,6
1,8,1
2,8,3
1,9,4
2,9,1
2,9,2
1,9,4
2,10,5
2,10,3
1,10,1
1,10,2
2,11,4
1,11,1
2,11,3
2,11,5
1,12,4
2,12,5
2,12,7
2,12,6
1,13,5
2,13,5
1,13,3
1,13,4
2,14,1
2,14,1
1,14,3
2,14,4
1,15,2
2,15,6
2,15,2
2,15,4
1,16,2
1,16,1
1,16,3
2,16,6
1,17,6
1,17,3
2,17,3
1,17,4
1,18,4
1,18,1
1,18,3
1,18,6
2,19,5
2,19,6
2,19,4
2,19,6
