dest,inb train,nb rc
5,0,4
4,0,5
4,0,5
4,0,1
5,1,1
2,1,3
4,1,7
1,1,3
1,2,1
2,2,4
1,2,4
3,2,4
2,3,7
4,3,2
1,3,4
1,3,6
4,4,6
1,4,4
3,4,6
2,4,6
4,5,4
1,5,6
3,5,5
3,5,2
2,6,3
1,6,5
5,6,5
1,6,1
1,7,1
3,7,6
5,7,6
1,7,6
5,8,4
4,8,7
1,8,1
5,8,1
3,9,7
1,9,7
1,9,1
4,9,1
3,10,4
5,10,4
4,10,2
3,10,1
5,11,4
2,11,5
2,11,3
3,11,3
1,12,2
5,12,3
2,12,3
3,12,2
1,13,4
5,13,1
1,13,3
5,13,6
3,14,7
4,14,1
3,14,2
3,14,4
1,15,1
1,15,2
4,15,2
1,15,3
4,16,5
5,16,7
5,16,7
3,16,7
1,17,5
2,17,2
4,17,2
1,17,1
2,18,7
1,18,1
4,18,5
1,18,5
3,19,3
3,19,1
4,19,6
5,19,4
