dest,inb train,nb rc
4,0,1
1,0,3
1,0,3
5,0,4
2,1,5
2,1,5
2,1,6
5,1,1
3,2,1
1,2,2
3,2,1
2,2,4
2,3,7
3,3,3
4,3,6
3,3,6
1,4,7
4,4,4
1,4,6
3,4,6
2,5,2
1,5,7
3,5,6
3,5,5
2,6,4
4,6,4
2,6,7
3,6,1
1,7,3
2,7,6
5,7,5
1,7,3
5,8,2
3,8,6
5,8,7
1,8,3
2,9,6
3,9,7
2,9,1
1,9,2
1,10,1
5,10,5
4,10,7
3,10,6
1,11,7
1,11,2
2,11,1
5,11,6
3,12,4
3,12,7
1,12,7
2,12,4
1,13,2
2,13,4
2,13,2
4,13,1
1,14,2
1,14,6
4,14,6
2,14,2
2,15,7
4,15,2
5,15,2
4,15,3
1,16,7
2,16,2
3,16,4
4,16,5
1,17,5
2,17,6
5,17,5
2,17,1
5,18,6
5,18,4
2,18,1
4,18,5
4,19,6
2,19,4
4,19,3
1,19,3
