dest,inb train,nb rc
4,0,7
3,0,1
1,0,5
1,0,4
5,1,5
1,1,6
4,1,6
3,1,7
2,2,4
4,2,4
1,2,2
5,2,5
3,3,4
1,3,3
1,3,1
2,3,1
1,4,6
5,4,5
4,4,6
5,4,7
2,5,6
3,5,5
3,5,4
5,5,4
3,6,5
1,6,3
4,6,7
2,6,1
5,7,7
2,7,7
5,7,3
1,7,3
5,8,4
2,8,7
4,8,1
3,8,5
2,9,5
5,9,6
1,9,7
2,9,7
1,10,3
2,10,4
4,10,5
4,10,1
1,11,6
2,11,7
5,11,6
3,11,1
5,12,3
3,12,5
1,12,5
2,12,6
2,13,5
5,13,7
3,13,5
5,13,6
4,14,5
4,14,2
3,14,2
4,14,3
5,15,4
5,15,3
3,15,2
4,15,4
1,16,7
2,16,1
3,16,2
3,16,7
3,17,7
4,17,3
3,17,1
3,17,2
3,18,1
5,18,1
4,18,1
3,18,1
4,19,3
3,19,4
1,19,2
4,19,4
