dest,inb train,nb rc
1,0,7
5,0,3
3,0,5
3,0,6
3,1,2
3,1,6
5,1,7
3,1,4
5,2,1
3,2,7
4,2,4
4,2,7
4,3,1
4,3,2
3,3,1
5,3,6
5,4,1
5,4,3
2,4,1
4,4,6
3,5,5
1,5,3
2,5,7
5,5,6
3,6,6
4,6,7
4,6,7
1,6,4
4,7,2
4,7,2
5,7,4
4,7,3
3,8,2
4,8,4
3,8,2
1,8,5
3,9,4
1,9,1
3,9,3
1,9,6
1,10,6
2,10,1
1,10,2
1,10,6
1,11,5
2,11,3
2,11,5
3,11,4
3,12,2
4,12,5
1,12,4
1,12,5
5,13,4
4,13,1
5,13,6
4,13,4
2,14,5
3,14,2
2,14,6
2,14,5
2,15,1
2,15,4
1,15,7
3,15,3
1,16,6
3,16,3
5,16,7
3,16,7
5,17,2
2,17,1
3,17,5
1,17,7
3,18,6
3,18,3
1,18,7
1,18,1
3,19,2
3,19,5
2,19,1
5,19,6
