dest,inb train,nb rc
2,0,7
1,0,4
2,0,2
1,0,1
2,1,6
1,1,5
1,1,6
2,1,3
2,2,7
2,2,1
2,2,7
1,2,6
1,3,3
1,3,5
1,3,3
1,3,2
2,4,4
1,4,6
1,4,6
1,4,2
1,5,5
1,5,1
2,5,2
2,5,1
2,6,3
1,6,1
1,6,7
1,6,3
2,7,6
2,7,1
2,7,2
2,7,1
2,8,1
1,8,1
1,8,2
1,8,1
2,9,3
2,9,1
1,9,3
2,9,5
2,10,5
2,10,3
2,10,3
1,10,6
2,11,2
1,11,2
1,11,4
2,11,6
1,12,3
2,12,3
1,12,6
1,12,3
2,13,7
1,13,5
1,13,7
1,13,4
1,14,6
1,14,4
1,14,2
1,14,5
1,15,1
1,15,4
1,15,4
2,15,2
1,16,1
1,16,4
2,16,2
1,16,5
2,17,4
2,17,3
1,17,5
1,17,6
2,18,5
2,18,5
1,18,3
2,18,5
2,19,5
2,19,5
1,19,1
2,19,1
