dest,inb train,nb rc
1,0,5
2,0,3
2,0,5
2,0,3
1,1,2
2,1,2
2,1,6
2,1,2
1,2,1
1,2,2
2,2,6
1,2,5
1,3,1
1,3,4
2,3,1
1,3,7
1,4,2
2,4,3
2,4,1
2,4,4
1,5,6
2,5,4
2,5,3
2,5,2
2,6,1
2,6,2
2,6,3
2,6,2
2,7,7
2,7,6
1,7,4
2,7,3
1,8,4
2,8,4
2,8,2
2,8,4
2,9,6
2,9,3
1,9,5
1,9,6
2,10,7
1,10,6
2,10,2
2,10,6
1,11,5
2,11,3
1,11,2
1,11,4
2,12,3
2,12,2
1,12,5
1,12,7
2,13,7
1,13,6
2,13,1
2,13,6
2,14,3
1,14,6
1,14,4
1,14,4
2,15,6
2,15,6
2,15,5
1,15,6
2,16,1
1,16,3
2,16,5
1,16,6
1,17,5
1,17,5
1,17,7
2,17,4
1,18,7
2,18,2
1,18,6
2,18,1
2,19,5
2,19,4
1,19,2
2,19,2
