dest,inb train,nb rc
2,0,7
2,0,7
1,0,7
1,0,4
1,1,5
2,1,2
1,1,3
1,1,5
2,2,7
2,2,7
2,2,3
1,2,2
1,3,2
1,3,4
1,3,2
2,3,5
2,4,3
2,4,7
1,4,7
2,4,5
1,5,4
1,5,5
1,5,4
2,5,7
1,6,2
2,6,4
2,6,2
2,6,7
2,7,1
1,7,2
2,7,7
1,7,4
1,8,6
2,8,4
2,8,2
1,8,3
2,9,4
1,9,5
1,9,4
1,9,3
1,10,1
2,10,6
2,10,5
1,10,7
1,11,4
1,11,6
1,11,4
1,11,7
1,12,4
2,12,7
2,12,6
1,12,2
2,13,2
1,13,6
2,13,7
2,13,6
1,14,5
1,14,3
1,14,5
1,14,5
2,15,3
2,15,3
1,15,6
2,15,7
1,16,2
2,16,1
1,16,6
2,16,1
2,17,2
2,17,5
1,17,3
1,17,4
2,18,2
1,18,5
1,18,2
2,18,2
2,19,7
1,19,3
2,19,2
2,19,7
