dest,inb train,nb rc
1,0,1
2,0,2
5,0,6
5,0,3
2,1,3
3,1,4
3,1,6
4,1,6
1,2,3
2,2,6
1,2,1
1,2,4
5,3,7
2,3,5
4,3,3
5,3,4
5,4,6
2,4,2
4,4,3
3,4,2
1,5,7
1,5,1
3,5,2
3,5,4
4,6,2
1,6,4
2,6,5
5,6,4
1,7,7
4,7,6
5,7,2
2,7,2
1,8,5
3,8,3
4,8,5
2,8,6
3,9,2
3,9,6
4,9,6
2,9,7
3,10,6
5,10,4
5,10,4
5,10,1
3,11,1
3,11,4
3,11,4
2,11,4
3,12,1
2,12,1
5,12,6
4,12,7
1,13,6
4,13,1
4,13,6
2,13,2
4,14,2
4,14,5
5,14,4
1,14,2
4,15,1
4,15,7
5,15,3
1,15,7
3,16,2
4,16,6
3,16,3
5,16,4
5,17,2
4,17,2
5,17,5
5,17,7
1,18,2
3,18,2
3,18,3
5,18,2
2,19,7
2,19,6
2,19,4
2,19,7
