dest,inb train,nb rc
2,0,7
1,0,4
2,0,6
4,0,4
1,1,3
3,1,5
4,1,2
5,1,5
5,2,5
1,2,1
1,2,5
3,2,6
2,3,1
2,3,7
3,3,7
3,3,5
3,4,6
5,4,1
1,4,1
4,4,5
3,5,4
1,5,6
1,5,2
1,5,6
3,6,5
2,6,3
4,6,6
2,6,6
3,7,1
5,7,3
3,7,1
1,7,3
1,8,6
1,8,2
5,8,5
3,8,2
5,9,2
4,9,7
4,9,3
1,9,1
2,10,4
1,10,4
4,10,5
3,10,3
1,11,7
3,11,2
5,11,6
5,11,2
4,12,5
4,12,6
1,12,7
1,12,2
2,13,4
2,13,5
4,13,4
3,13,3
2,14,5
1,14,1
2,14,1
5,14,7
1,15,2
4,15,5
5,15,7
1,15,1
1,16,5
1,16,3
4,16,7
1,16,1
1,17,7
3,17,7
3,17,7
2,17,2
4,18,1
5,18,4
1,18,7
3,18,6
5,19,3
2,19,4
2,19,1
4,19,6
