dest,inb train,nb rc
1,0,4
3,0,5
3,0,2
2,0,6
1,1,1
2,1,6
2,1,2
1,1,1
3,2,7
1,2,5
2,2,7
2,2,4
2,3,4
5,3,3
1,3,3
1,3,1
5,4,4
5,4,6
4,4,3
3,4,5
5,5,3
3,5,5
4,5,6
4,5,1
3,6,4
3,6,2
4,6,5
1,6,7
1,7,1
1,7,6
5,7,2
4,7,6
3,8,2
3,8,6
5,8,1
1,8,7
3,9,7
1,9,5
4,9,3
5,9,7
4,10,3
4,10,3
3,10,5
3,10,4
4,11,5
1,11,3
1,11,6
3,11,5
1,12,4
2,12,3
2,12,4
5,12,7
3,13,3
3,13,7
2,13,6
3,13,1
2,14,1
5,14,7
4,14,4
4,14,7
5,15,5
1,15,6
1,15,1
1,15,2
3,16,7
2,16,3
2,16,6
2,16,6
5,17,7
3,17,3
5,17,3
3,17,5
2,18,5
4,18,1
1,18,6
1,18,2
1,19,6
1,19,6
3,19,3
5,19,7
