dest,inb train,nb rc
5,0,6
3,0,1
5,0,3
1,0,1
4,1,6
5,1,2
5,1,2
3,1,5
4,2,7
3,2,4
5,2,5
1,2,7
4,3,3
4,3,4
5,3,7
2,3,5
1,4,6
2,4,2
4,4,6
1,4,4
1,5,6
3,5,1
4,5,5
5,5,5
4,6,6
3,6,6
4,6,1
1,6,6
4,7,5
2,7,4
4,7,1
4,7,1
3,8,1
1,8,7
1,8,1
3,8,1
1,9,4
3,9,3
5,9,4
1,9,4
5,10,4
5,10,6
5,10,2
5,10,6
5,11,4
1,11,1
1,11,4
2,11,3
4,12,1
3,12,1
3,12,7
2,12,6
1,13,7
4,13,6
5,13,5
2,13,1
3,14,5
1,14,4
3,14,7
1,14,7
5,15,3
5,15,5
1,15,1
2,15,2
4,16,7
1,16,6
1,16,4
2,16,2
2,17,2
1,17,2
5,17,6
4,17,1
5,18,4
5,18,2
1,18,6
3,18,2
1,19,7
2,19,6
2,19,2
1,19,7
