dest,inb train,nb rc
5,0,1
5,0,5
4,0,5
5,0,4
4,1,2
1,1,5
4,1,2
4,1,6
5,2,4
5,2,1
5,2,3
5,2,3
3,3,7
2,3,6
5,3,6
2,3,1
2,4,6
1,4,3
3,4,4
5,4,2
1,5,3
2,5,2
1,5,3
2,5,2
5,6,1
1,6,6
5,6,6
3,6,6
1,7,7
5,7,7
1,7,5
5,7,3
2,8,2
1,8,6
1,8,1
1,8,2
3,9,7
4,9,5
4,9,4
2,9,7
4,10,5
2,10,4
3,10,7
1,10,1
1,11,3
3,11,4
5,11,2
1,11,6
3,12,2
1,12,7
3,12,4
1,12,3
1,13,1
5,13,6
3,13,3
3,13,3
4,14,4
3,14,2
1,14,6
4,14,6
1,15,1
2,15,5
5,15,5
3,15,1
2,16,2
1,16,2
4,16,1
4,16,2
4,17,2
1,17,6
3,17,4
4,17,5
4,18,3
5,18,6
3,18,7
4,18,5
3,19,4
3,19,2
2,19,4
2,19,3
