   0   ARR duration    5 train   0 eb    31 lb    31 needs  receiving_track
   1   UNC duration   30 train   0 eb    36 lb  1410 needs  uncoupling
   2   HUM duration   15 train   0 eb    66 lb  1440 needs  receiving_track
   3   HUM duration   15 train   0 eb    66 lb  1440 needs  hump
   4   HUM duration   15 train   0 eb    66 lb  1440 needs  humping_locomotive
   5   ARR duration    5 train   1 eb   577 lb   577 needs  receiving_track
   6   UNC duration   30 train   1 eb   582 lb  1410 needs  uncoupling
   7   HUM duration   15 train   1 eb   612 lb  1440 needs  receiving_track
   8   HUM duration   15 train   1 eb   612 lb  1440 needs  hump
   9   HUM duration   15 train   1 eb   612 lb  1440 needs  humping_locomotive
  10   ARR duration    5 train   2 eb   347 lb   347 needs  receiving_track
  11   UNC duration   30 train   2 eb   352 lb  1410 needs  uncoupling
  12   HUM duration   15 train   2 eb   382 lb  1440 needs  receiving_track
  13   HUM duration   15 train   2 eb   382 lb  1440 needs  hump
  14   HUM duration   15 train   2 eb   382 lb  1440 needs  humping_locomotive
  15   ARR duration    5 train   3 eb   150 lb   150 needs  receiving_track
  16   UNC duration   30 train   3 eb   155 lb  1410 needs  uncoupling
  17   HUM duration   15 train   3 eb   185 lb  1440 needs  receiving_track
  18   HUM duration   15 train   3 eb   185 lb  1440 needs  hump
  19   HUM duration   15 train   3 eb   185 lb  1440 needs  humping_locomotive
  20   ARR duration    5 train   4 eb   209 lb   209 needs  receiving_track
  21   UNC duration   30 train   4 eb   214 lb  1410 needs  uncoupling
  22   HUM duration   15 train   4 eb   244 lb  1440 needs  receiving_track
  23   HUM duration   15 train   4 eb   244 lb  1440 needs  hump
  24   HUM duration   15 train   4 eb   244 lb  1440 needs  humping_locomotive
  25   ARR duration    5 train   5 eb   391 lb   391 needs  receiving_track
  26   UNC duration   30 train   5 eb   396 lb  1410 needs  uncoupling
  27   SPC duration   20 train   5 eb   396 lb  1420 needs  brake_check
  28   SPC duration   20 train   5 eb   396 lb  1420 needs  locomotive
  29   HUM duration   15 train   5 eb   426 lb  1440 needs  receiving_track
  30   HUM duration   15 train   5 eb   426 lb  1440 needs  hump
  31   HUM duration   15 train   5 eb   426 lb  1440 needs  humping_locomotive
  32   ARR duration    5 train   6 eb   161 lb   161 needs  receiving_track
  33   UNC duration   30 train   6 eb   166 lb  1410 needs  uncoupling
  34   SPC duration   20 train   6 eb   166 lb  1420 needs  brake_check
  35   SPC duration   20 train   6 eb   166 lb  1420 needs  locomotive
  36   HUM duration   15 train   6 eb   196 lb  1440 needs  receiving_track
  37   HUM duration   15 train   6 eb   196 lb  1440 needs  hump
  38   HUM duration   15 train   6 eb   196 lb  1440 needs  humping_locomotive
  39   ARR duration    5 train   7 eb   291 lb   291 needs  receiving_track
  40   UNC duration   30 train   7 eb   296 lb  1410 needs  uncoupling
  41   SPC duration   20 train   7 eb   296 lb  1420 needs  brake_check
  42   SPC duration   20 train   7 eb   296 lb  1420 needs  locomotive
  43   HUM duration   15 train   7 eb   326 lb  1440 needs  receiving_track
  44   HUM duration   15 train   7 eb   326 lb  1440 needs  hump
  45   HUM duration   15 train   7 eb   326 lb  1440 needs  humping_locomotive
  46   ARR duration    5 train   8 eb   416 lb   416 needs  receiving_track
  47   UNC duration   30 train   8 eb   421 lb  1410 needs  uncoupling
  48   SPC duration   20 train   8 eb   421 lb  1420 needs  brake_check
  49   SPC duration   20 train   8 eb   421 lb  1420 needs  locomotive
  50   HUM duration   15 train   8 eb   451 lb  1440 needs  receiving_track
  51   HUM duration   15 train   8 eb   451 lb  1440 needs  hump
  52   HUM duration   15 train   8 eb   451 lb  1440 needs  humping_locomotive
  53   ARR duration    5 train   9 eb   549 lb   549 needs  receiving_track
  54   UNC duration   30 train   9 eb   554 lb  1410 needs  uncoupling
  55   SPC duration   20 train   9 eb   554 lb  1420 needs  brake_check
  56   SPC duration   20 train   9 eb   554 lb  1420 needs  locomotive
  57   HUM duration   15 train   9 eb   584 lb  1440 needs  receiving_track
  58   HUM duration   15 train   9 eb   584 lb  1440 needs  hump
  59   HUM duration   15 train   9 eb   584 lb  1440 needs  humping_locomotive
  60   SCL duration    1 train  10 eb     1 lb   749 needs  classification_track
  61   COU duration   30 train  10 eb     2 lb   750 needs  coupling
  62   INS duration   60 train  10 eb    32 lb   780 needs  inspection
  63   BRC duration   10 train  10 eb    92 lb   840 needs  brake_check
  64   DEP duration    5 train  10 eb   850 lb   850 needs  classification_track
  65   SCL duration    1 train  11 eb     1 lb   996 needs  classification_track
  66   COU duration   30 train  11 eb     2 lb   997 needs  coupling
  67   INS duration   60 train  11 eb    32 lb  1027 needs  inspection
  68   BRC duration   10 train  11 eb    92 lb  1087 needs  brake_check
  69   DEP duration    5 train  11 eb  1097 lb  1097 needs  classification_track
  70   SCL duration    1 train  12 eb     1 lb   641 needs  classification_track
  71   COU duration   30 train  12 eb     2 lb   642 needs  coupling
  72   INS duration   60 train  12 eb    32 lb   672 needs  inspection
  73   BRC duration   10 train  12 eb    92 lb   732 needs  brake_check
  74   DEP duration    5 train  12 eb   742 lb   742 needs  classification_track
  75   SCL duration    1 train  13 eb     1 lb   865 needs  classification_track
  76   COU duration   30 train  13 eb     2 lb   866 needs  coupling
  77   INS duration   60 train  13 eb    32 lb   896 needs  inspection
  78   BRC duration   10 train  13 eb    92 lb   956 needs  brake_check
  79   DEP duration    5 train  13 eb   966 lb   966 needs  classification_track
  80   SCL duration    1 train  14 eb     1 lb  1115 needs  classification_track
  81   COU duration   30 train  14 eb     2 lb  1116 needs  coupling
  82   INS duration   60 train  14 eb    32 lb  1146 needs  inspection
  83   BRC duration   10 train  14 eb    92 lb  1206 needs  brake_check
  84   DEP duration    5 train  14 eb  1216 lb  1216 needs  classification_track
  85   SCL duration    1 train  15 eb     1 lb   590 needs  classification_track
  86   COU duration   30 train  15 eb     2 lb   591 needs  coupling
  87   PUL duration   25 train  15 eb    32 lb   621 needs  classification_track
  88   PUL duration   25 train  15 eb    32 lb   621 needs  departing_track
  89   PUL duration   25 train  15 eb    32 lb   621 needs  brake_check
  90   PUL duration   25 train  15 eb    32 lb   621 needs  locomotive
  91   INS duration   60 train  15 eb    57 lb   646 needs  inspection
  92   BRC duration   10 train  15 eb   117 lb   706 needs  brake_check
  93   DEP duration    5 train  15 eb   716 lb   716 needs  departing_track
