   0   ARR duration    5 train   0 eb   523 lb   523 needs  receiving_track
   1   UNC duration   30 train   0 eb   528 lb  1410 needs  uncoupling
   2   HUM duration   15 train   0 eb   558 lb  1440 needs  receiving_track
   3   HUM duration   15 train   0 eb   558 lb  1440 needs  hump
   4   HUM duration   15 train   0 eb   558 lb  1440 needs  humping_locomotive
   5   ARR duration    5 train   1 eb   503 lb   503 needs  receiving_track
   6   UNC duration   30 train   1 eb   508 lb  1410 needs  uncoupling
   7   HUM duration   15 train   1 eb   538 lb  1440 needs  receiving_track
   8   HUM duration   15 train   1 eb   538 lb  1440 needs  hump
   9   HUM duration   15 train   1 eb   538 lb  1440 needs  humping_locomotive
  10   ARR duration    5 train   2 eb   481 lb   481 needs  receiving_track
  11   UNC duration   30 train   2 eb   486 lb  1410 needs  uncoupling
  12   HUM duration   15 train   2 eb   516 lb  1440 needs  receiving_track
  13   HUM duration   15 train   2 eb   516 lb  1440 needs  hump
  14   HUM duration   15 train   2 eb   516 lb  1440 needs  humping_locomotive
  15   ARR duration    5 train   3 eb   101 lb   101 needs  receiving_track
  16   UNC duration   30 train   3 eb   106 lb  1410 needs  uncoupling
  17   HUM duration   15 train   3 eb   136 lb  1440 needs  receiving_track
  18   HUM duration   15 train   3 eb   136 lb  1440 needs  hump
  19   HUM duration   15 train   3 eb   136 lb  1440 needs  humping_locomotive
  20   ARR duration    5 train   4 eb   531 lb   531 needs  receiving_track
  21   UNC duration   30 train   4 eb   536 lb  1410 needs  uncoupling
  22   HUM duration   15 train   4 eb   566 lb  1440 needs  receiving_track
  23   HUM duration   15 train   4 eb   566 lb  1440 needs  hump
  24   HUM duration   15 train   4 eb   566 lb  1440 needs  humping_locomotive
  25   ARR duration    5 train   5 eb   751 lb   751 needs  receiving_track
  26   UNC duration   30 train   5 eb   756 lb  1410 needs  uncoupling
  27   SPC duration   20 train   5 eb   756 lb  1420 needs  brake_check
  28   SPC duration   20 train   5 eb   756 lb  1420 needs  locomotive
  29   HUM duration   15 train   5 eb   786 lb  1440 needs  receiving_track
