Id,dest,cap,arr,dep,inb,type
0,5,40,385,0,1,Inbound train with special treatment.
1,3,40,283,0,1,Inbound train with special treatment.
2,2,40,235,0,1,Inbound train with special treatment.
3,4,40,382,0,1,Inbound train with special treatment.
4,5,40,371,0,1,Inbound train with special treatment.
5,2,40,0,904,0,Outbound train that leaves the yard from the departure tracks.
6,5,40,0,1023,0,Outbound train that leaves the yard from the departure tracks.
7,3,40,0,1307,0,Outbound train that leaves the yard from the departure tracks.
8,4,40,0,1076,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,920,0,Outbound train that leaves the yard from the departure tracks.
