Id,dest,cap,arr,dep,inb,type
0,2,40,555,0,1,Inbound train with special treatment.
1,1,40,463,0,1,Inbound train with special treatment.
2,1,40,15,0,1,Inbound train with special treatment.
3,1,40,276,0,1,Inbound train with special treatment.
4,2,40,132,0,1,Inbound train with special treatment.
5,2,40,488,0,1,Inbound train with special treatment.
6,1,40,483,0,1,Inbound train with special treatment.
7,2,40,342,0,1,Inbound train with special treatment.
8,1,40,273,0,1,Inbound train with special treatment.
9,1,40,261,0,1,Inbound train with special treatment.
10,2,40,0,1066,0,Outbound train that leaves the yard from the departure tracks.
11,2,40,0,1041,0,Outbound train that leaves the yard from the departure tracks.
12,1,40,0,1174,0,Outbound train that leaves the yard from the departure tracks.
13,1,40,0,1321,0,Outbound train that leaves the yard from the departure tracks.
14,1,40,0,1157,0,Outbound train that leaves the yard from the departure tracks.
15,2,40,0,1162,0,Outbound train that leaves the yard from the departure tracks.
16,2,40,0,1386,0,Outbound train that leaves the yard from the departure tracks.
17,1,40,0,819,0,Outbound train that leaves the yard from the departure tracks.
18,1,40,0,1195,0,Outbound train that leaves the yard from the departure tracks.
19,2,40,0,873,0,Outbound train that leaves the yard from the departure tracks.
