Id,dest,cap,arr,dep,inb,type
0,3,40,378,0,1,Inbound train without any special treatment.
1,1,40,562,0,1,Inbound train without any special treatment.
2,3,40,385,0,1,Inbound train with special treatment.
3,5,40,56,0,1,Inbound train with special treatment.
4,5,40,124,0,1,Inbound train with special treatment.
5,3,40,0,1237,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1379,0,Outbound train that leaves the yard from the classification tracks.
7,4,40,0,1159,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,1234,0,Outbound train that leaves the yard from the departure tracks.
9,5,40,0,1077,0,Outbound train that leaves the yard from the departure tracks.
