Id,dest,cap,arr,dep,inb,type
0,1,40,45,0,1,Inbound train without any special treatment.
1,1,40,536,0,1,Inbound train without any special treatment.
2,1,40,343,0,1,Inbound train without any special treatment.
3,1,40,19,0,1,Inbound train without any special treatment.
4,1,40,197,0,1,Inbound train without any special treatment.
5,1,40,228,0,1,Inbound train without any special treatment.
6,1,40,374,0,1,Inbound train without any special treatment.
7,1,40,180,0,1,Inbound train without any special treatment.
8,1,40,220,0,1,Inbound train without any special treatment.
9,1,40,155,0,1,Inbound train without any special treatment.
10,1,40,0,1398,0,Outbound train that leaves the yard from the classification tracks.
11,1,40,0,962,0,Outbound train that leaves the yard from the classification tracks.
12,1,40,0,1000,0,Outbound train that leaves the yard from the classification tracks.
13,1,40,0,870,0,Outbound train that leaves the yard from the classification tracks.
14,1,40,0,1346,0,Outbound train that leaves the yard from the classification tracks.
15,1,40,0,1281,0,Outbound train that leaves the yard from the classification tracks.
16,1,40,0,1139,0,Outbound train that leaves the yard from the classification tracks.
17,1,40,0,1178,0,Outbound train that leaves the yard from the classification tracks.
18,1,40,0,923,0,Outbound train that leaves the yard from the classification tracks.
19,1,40,0,1153,0,Outbound train that leaves the yard from the classification tracks.
