Id,dest,cap,arr,dep,inb,type
0,5,40,568,0,1,Inbound train without any special treatment.
1,3,40,136,0,1,Inbound train without any special treatment.
2,3,40,486,0,1,Inbound train without any special treatment.
3,4,40,310,0,1,Inbound train without any special treatment.
4,3,40,421,0,1,Inbound train without any special treatment.
5,2,40,348,0,1,Inbound train without any special treatment.
6,5,40,366,0,1,Inbound train without any special treatment.
7,1,40,44,0,1,Inbound train without any special treatment.
8,1,40,139,0,1,Inbound train without any special treatment.
9,1,40,489,0,1,Inbound train without any special treatment.
10,5,40,404,0,1,Inbound train without any special treatment.
11,2,40,413,0,1,Inbound train without any special treatment.
12,2,40,470,0,1,Inbound train without any special treatment.
13,1,40,530,0,1,Inbound train without any special treatment.
14,5,40,509,0,1,Inbound train without any special treatment.
15,3,40,511,0,1,Inbound train without any special treatment.
16,4,40,570,0,1,Inbound train without any special treatment.
17,1,40,549,0,1,Inbound train without any special treatment.
18,1,40,490,0,1,Inbound train without any special treatment.
19,4,40,581,0,1,Inbound train without any special treatment.
20,1,40,0,1314,0,Outbound train that leaves the yard from the classification tracks.
21,4,40,0,911,0,Outbound train that leaves the yard from the classification tracks.
22,5,40,0,978,0,Outbound train that leaves the yard from the classification tracks.
23,4,40,0,832,0,Outbound train that leaves the yard from the classification tracks.
24,3,40,0,990,0,Outbound train that leaves the yard from the classification tracks.
25,1,40,0,1295,0,Outbound train that leaves the yard from the classification tracks.
26,5,40,0,1199,0,Outbound train that leaves the yard from the classification tracks.
27,5,40,0,1331,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,997,0,Outbound train that leaves the yard from the classification tracks.
29,3,40,0,1136,0,Outbound train that leaves the yard from the classification tracks.
30,5,40,0,1197,0,Outbound train that leaves the yard from the classification tracks.
31,4,40,0,1041,0,Outbound train that leaves the yard from the classification tracks.
32,1,40,0,1010,0,Outbound train that leaves the yard from the classification tracks.
33,1,40,0,1364,0,Outbound train that leaves the yard from the classification tracks.
34,2,40,0,1056,0,Outbound train that leaves the yard from the classification tracks.
35,3,40,0,1097,0,Outbound train that leaves the yard from the classification tracks.
36,3,40,0,1260,0,Outbound train that leaves the yard from the classification tracks.
37,2,40,0,867,0,Outbound train that leaves the yard from the classification tracks.
38,2,40,0,895,0,Outbound train that leaves the yard from the classification tracks.
39,4,40,0,1078,0,Outbound train that leaves the yard from the classification tracks.
