Id,dest,cap,arr,dep,inb,type
0,5,40,501,0,1,Inbound train without any special treatment.
1,2,40,489,0,1,Inbound train without any special treatment.
2,2,40,587,0,1,Inbound train without any special treatment.
3,5,40,466,0,1,Inbound train without any special treatment.
4,1,40,114,0,1,Inbound train without any special treatment.
5,3,40,248,0,1,Inbound train without any special treatment.
6,2,40,25,0,1,Inbound train without any special treatment.
7,4,40,238,0,1,Inbound train without any special treatment.
8,4,40,98,0,1,Inbound train without any special treatment.
9,3,40,182,0,1,Inbound train without any special treatment.
10,2,40,474,0,1,Inbound train with special treatment.
11,3,40,115,0,1,Inbound train with special treatment.
12,3,40,428,0,1,Inbound train with special treatment.
13,4,40,412,0,1,Inbound train with special treatment.
14,2,40,549,0,1,Inbound train with special treatment.
15,2,40,293,0,1,Inbound train with special treatment.
16,5,40,241,0,1,Inbound train with special treatment.
17,4,40,480,0,1,Inbound train with special treatment.
18,1,40,436,0,1,Inbound train with special treatment.
19,5,40,566,0,1,Inbound train with special treatment.
20,4,40,0,1204,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,1353,0,Outbound train that leaves the yard from the classification tracks.
22,3,40,0,915,0,Outbound train that leaves the yard from the classification tracks.
23,5,40,0,1202,0,Outbound train that leaves the yard from the classification tracks.
24,4,40,0,1153,0,Outbound train that leaves the yard from the classification tracks.
25,2,40,0,1386,0,Outbound train that leaves the yard from the classification tracks.
26,2,40,0,861,0,Outbound train that leaves the yard from the classification tracks.
27,1,40,0,939,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,850,0,Outbound train that leaves the yard from the classification tracks.
29,4,40,0,1090,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,1092,0,Outbound train that leaves the yard from the departure tracks.
31,3,40,0,1125,0,Outbound train that leaves the yard from the departure tracks.
32,3,40,0,1174,0,Outbound train that leaves the yard from the departure tracks.
33,5,40,0,1388,0,Outbound train that leaves the yard from the departure tracks.
34,2,40,0,1112,0,Outbound train that leaves the yard from the departure tracks.
35,5,40,0,1349,0,Outbound train that leaves the yard from the departure tracks.
36,1,40,0,1069,0,Outbound train that leaves the yard from the departure tracks.
37,4,40,0,1056,0,Outbound train that leaves the yard from the departure tracks.
38,5,40,0,1220,0,Outbound train that leaves the yard from the departure tracks.
39,3,40,0,999,0,Outbound train that leaves the yard from the departure tracks.
