Id,dest,cap,arr,dep,inb,type
0,4,40,12,0,1,Inbound train without any special treatment.
1,2,40,369,0,1,Inbound train without any special treatment.
2,4,40,208,0,1,Inbound train without any special treatment.
3,4,40,435,0,1,Inbound train without any special treatment.
4,2,40,65,0,1,Inbound train without any special treatment.
5,2,40,267,0,1,Inbound train without any special treatment.
6,5,40,394,0,1,Inbound train without any special treatment.
7,1,40,258,0,1,Inbound train without any special treatment.
8,5,40,314,0,1,Inbound train without any special treatment.
9,5,40,28,0,1,Inbound train without any special treatment.
10,2,40,257,0,1,Inbound train with special treatment.
11,5,40,435,0,1,Inbound train with special treatment.
12,2,40,12,0,1,Inbound train with special treatment.
13,3,40,476,0,1,Inbound train with special treatment.
14,1,40,48,0,1,Inbound train with special treatment.
15,5,40,236,0,1,Inbound train with special treatment.
16,4,40,111,0,1,Inbound train with special treatment.
17,2,40,351,0,1,Inbound train with special treatment.
18,2,40,135,0,1,Inbound train with special treatment.
19,1,40,444,0,1,Inbound train with special treatment.
20,4,40,0,897,0,Outbound train that leaves the yard from the classification tracks.
21,3,40,0,914,0,Outbound train that leaves the yard from the classification tracks.
22,2,40,0,1311,0,Outbound train that leaves the yard from the classification tracks.
23,5,40,0,1072,0,Outbound train that leaves the yard from the classification tracks.
24,5,40,0,1239,0,Outbound train that leaves the yard from the classification tracks.
25,4,40,0,1367,0,Outbound train that leaves the yard from the classification tracks.
26,1,40,0,1092,0,Outbound train that leaves the yard from the classification tracks.
27,5,40,0,1203,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,1228,0,Outbound train that leaves the yard from the classification tracks.
29,3,40,0,1370,0,Outbound train that leaves the yard from the classification tracks.
30,3,40,0,1166,0,Outbound train that leaves the yard from the departure tracks.
31,5,40,0,1001,0,Outbound train that leaves the yard from the departure tracks.
32,4,40,0,877,0,Outbound train that leaves the yard from the departure tracks.
33,1,40,0,978,0,Outbound train that leaves the yard from the departure tracks.
34,4,40,0,1277,0,Outbound train that leaves the yard from the departure tracks.
35,2,40,0,1077,0,Outbound train that leaves the yard from the departure tracks.
36,1,40,0,935,0,Outbound train that leaves the yard from the departure tracks.
37,3,40,0,898,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,962,0,Outbound train that leaves the yard from the departure tracks.
39,2,40,0,1387,0,Outbound train that leaves the yard from the departure tracks.
