Id,dest,cap,arr,dep,inb,type
0,2,40,513,0,1,Inbound train with special treatment.
1,2,40,409,0,1,Inbound train with special treatment.
2,2,40,548,0,1,Inbound train with special treatment.
3,2,40,431,0,1,Inbound train with special treatment.
4,2,40,501,0,1,Inbound train with special treatment.
5,2,40,0,1101,0,Outbound train that leaves the yard from the departure tracks.
6,1,40,0,885,0,Outbound train that leaves the yard from the departure tracks.
7,2,40,0,846,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,1117,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,844,0,Outbound train that leaves the yard from the departure tracks.
