Id,dest,cap,arr,dep,inb,type
0,2,40,53,0,1,Inbound train without any special treatment.
1,2,40,136,0,1,Inbound train without any special treatment.
2,1,40,69,0,1,Inbound train with special treatment.
3,2,40,398,0,1,Inbound train with special treatment.
4,2,40,390,0,1,Inbound train with special treatment.
5,2,40,0,1002,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1048,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,943,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,1348,0,Outbound train that leaves the yard from the departure tracks.
9,2,40,0,1086,0,Outbound train that leaves the yard from the departure tracks.
