Id,dest,cap,arr,dep,inb,type
0,1,40,263,0,1,Inbound train without any special treatment.
1,1,40,471,0,1,Inbound train without any special treatment.
2,1,40,165,0,1,Inbound train without any special treatment.
3,1,40,333,0,1,Inbound train without any special treatment.
4,1,40,304,0,1,Inbound train without any special treatment.
5,1,40,246,0,1,Inbound train without any special treatment.
6,1,40,536,0,1,Inbound train without any special treatment.
7,1,40,468,0,1,Inbound train without any special treatment.
8,1,40,13,0,1,Inbound train without any special treatment.
9,1,40,262,0,1,Inbound train without any special treatment.
10,1,40,383,0,1,Inbound train with special treatment.
11,1,40,402,0,1,Inbound train with special treatment.
12,1,40,309,0,1,Inbound train with special treatment.
13,1,40,48,0,1,Inbound train with special treatment.
14,1,40,174,0,1,Inbound train with special treatment.
15,1,40,601,0,1,Inbound train with special treatment.
16,1,40,486,0,1,Inbound train with special treatment.
17,1,40,470,0,1,Inbound train with special treatment.
18,1,40,204,0,1,Inbound train with special treatment.
19,1,40,217,0,1,Inbound train with special treatment.
20,1,40,0,994,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,901,0,Outbound train that leaves the yard from the classification tracks.
22,1,40,0,1020,0,Outbound train that leaves the yard from the classification tracks.
23,1,40,0,869,0,Outbound train that leaves the yard from the classification tracks.
24,1,40,0,1067,0,Outbound train that leaves the yard from the classification tracks.
25,1,40,0,1377,0,Outbound train that leaves the yard from the classification tracks.
26,1,40,0,1239,0,Outbound train that leaves the yard from the classification tracks.
27,1,40,0,1161,0,Outbound train that leaves the yard from the classification tracks.
28,1,40,0,1292,0,Outbound train that leaves the yard from the classification tracks.
29,1,40,0,970,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,924,0,Outbound train that leaves the yard from the departure tracks.
31,1,40,0,887,0,Outbound train that leaves the yard from the departure tracks.
32,1,40,0,1301,0,Outbound train that leaves the yard from the departure tracks.
33,1,40,0,1009,0,Outbound train that leaves the yard from the departure tracks.
34,1,40,0,1126,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,885,0,Outbound train that leaves the yard from the departure tracks.
36,1,40,0,1031,0,Outbound train that leaves the yard from the departure tracks.
37,1,40,0,981,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,821,0,Outbound train that leaves the yard from the departure tracks.
39,1,40,0,1222,0,Outbound train that leaves the yard from the departure tracks.
