Id,dest,cap,arr,dep,inb,type
0,1,40,604,0,1,Inbound train without any special treatment.
1,1,40,21,0,1,Inbound train without any special treatment.
2,1,40,444,0,1,Inbound train with special treatment.
3,4,40,405,0,1,Inbound train with special treatment.
4,2,40,297,0,1,Inbound train with special treatment.
5,5,40,0,894,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,999,0,Outbound train that leaves the yard from the classification tracks.
7,4,40,0,853,0,Outbound train that leaves the yard from the departure tracks.
8,3,40,0,864,0,Outbound train that leaves the yard from the departure tracks.
9,2,40,0,1158,0,Outbound train that leaves the yard from the departure tracks.
