Id,dest,cap,arr,dep,inb,type
0,1,40,295,0,1,Inbound train without any special treatment.
1,1,40,82,0,1,Inbound train without any special treatment.
2,1,40,132,0,1,Inbound train with special treatment.
3,1,40,141,0,1,Inbound train with special treatment.
4,1,40,363,0,1,Inbound train with special treatment.
5,1,40,0,1398,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1358,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,1353,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,1168,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,1342,0,Outbound train that leaves the yard from the departure tracks.
