Id,dest,cap,arr,dep,inb,type
0,1,40,488,0,1,Inbound train without any special treatment.
1,1,40,607,0,1,Inbound train without any special treatment.
2,1,40,599,0,1,Inbound train without any special treatment.
3,1,40,122,0,1,Inbound train without any special treatment.
4,1,40,364,0,1,Inbound train without any special treatment.
5,1,40,547,0,1,Inbound train without any special treatment.
6,1,40,226,0,1,Inbound train without any special treatment.
7,1,40,582,0,1,Inbound train without any special treatment.
8,1,40,520,0,1,Inbound train without any special treatment.
9,1,40,124,0,1,Inbound train without any special treatment.
10,1,40,432,0,1,Inbound train with special treatment.
11,1,40,266,0,1,Inbound train with special treatment.
12,1,40,428,0,1,Inbound train with special treatment.
13,1,40,68,0,1,Inbound train with special treatment.
14,1,40,289,0,1,Inbound train with special treatment.
15,1,40,45,0,1,Inbound train with special treatment.
16,1,40,261,0,1,Inbound train with special treatment.
17,1,40,510,0,1,Inbound train with special treatment.
18,1,40,421,0,1,Inbound train with special treatment.
19,1,40,413,0,1,Inbound train with special treatment.
20,1,40,0,1331,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,1252,0,Outbound train that leaves the yard from the classification tracks.
22,1,40,0,918,0,Outbound train that leaves the yard from the classification tracks.
23,1,40,0,974,0,Outbound train that leaves the yard from the classification tracks.
24,1,40,0,976,0,Outbound train that leaves the yard from the classification tracks.
25,1,40,0,1355,0,Outbound train that leaves the yard from the classification tracks.
26,1,40,0,1077,0,Outbound train that leaves the yard from the classification tracks.
27,1,40,0,1038,0,Outbound train that leaves the yard from the classification tracks.
28,1,40,0,1378,0,Outbound train that leaves the yard from the classification tracks.
29,1,40,0,910,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,1067,0,Outbound train that leaves the yard from the departure tracks.
31,1,40,0,1089,0,Outbound train that leaves the yard from the departure tracks.
32,1,40,0,1151,0,Outbound train that leaves the yard from the departure tracks.
33,1,40,0,1139,0,Outbound train that leaves the yard from the departure tracks.
34,1,40,0,1165,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,820,0,Outbound train that leaves the yard from the departure tracks.
36,1,40,0,885,0,Outbound train that leaves the yard from the departure tracks.
37,1,40,0,1204,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,1117,0,Outbound train that leaves the yard from the departure tracks.
39,1,40,0,899,0,Outbound train that leaves the yard from the departure tracks.
