Id,dest,cap,arr,dep,inb,type
0,1,40,504,0,1,Inbound train without any special treatment.
1,1,40,35,0,1,Inbound train without any special treatment.
2,2,40,564,0,1,Inbound train without any special treatment.
3,2,40,230,0,1,Inbound train without any special treatment.
4,1,40,210,0,1,Inbound train without any special treatment.
5,2,40,0,1232,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,985,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,976,0,Outbound train that leaves the yard from the classification tracks.
8,2,40,0,1033,0,Outbound train that leaves the yard from the classification tracks.
9,1,40,0,1088,0,Outbound train that leaves the yard from the classification tracks.
