Id,dest,cap,arr,dep,inb,type
0,1,40,81,0,1,Inbound train without any special treatment.
1,1,40,573,0,1,Inbound train without any special treatment.
2,1,40,564,0,1,Inbound train without any special treatment.
3,1,40,116,0,1,Inbound train without any special treatment.
4,1,40,33,0,1,Inbound train without any special treatment.
5,1,40,0,1307,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,963,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,1304,0,Outbound train that leaves the yard from the classification tracks.
8,1,40,0,1099,0,Outbound train that leaves the yard from the classification tracks.
9,1,40,0,969,0,Outbound train that leaves the yard from the classification tracks.
