Id,dest,cap,arr,dep,inb,type
0,1,40,560,0,1,Inbound train with special treatment.
1,1,40,567,0,1,Inbound train with special treatment.
2,1,40,308,0,1,Inbound train with special treatment.
3,1,40,26,0,1,Inbound train with special treatment.
4,1,40,338,0,1,Inbound train with special treatment.
5,1,40,420,0,1,Inbound train with special treatment.
6,1,40,326,0,1,Inbound train with special treatment.
7,1,40,476,0,1,Inbound train with special treatment.
8,1,40,446,0,1,Inbound train with special treatment.
9,1,40,459,0,1,Inbound train with special treatment.
10,1,40,0,1198,0,Outbound train that leaves the yard from the departure tracks.
11,1,40,0,844,0,Outbound train that leaves the yard from the departure tracks.
12,1,40,0,1102,0,Outbound train that leaves the yard from the departure tracks.
13,1,40,0,1215,0,Outbound train that leaves the yard from the departure tracks.
14,1,40,0,998,0,Outbound train that leaves the yard from the departure tracks.
15,1,40,0,1166,0,Outbound train that leaves the yard from the departure tracks.
16,1,40,0,1130,0,Outbound train that leaves the yard from the departure tracks.
17,1,40,0,852,0,Outbound train that leaves the yard from the departure tracks.
18,1,40,0,883,0,Outbound train that leaves the yard from the departure tracks.
19,1,40,0,1262,0,Outbound train that leaves the yard from the departure tracks.
