Id,dest,cap,arr,dep,inb,type
0,1,40,147,0,1,Inbound train without any special treatment.
1,1,40,91,0,1,Inbound train without any special treatment.
2,1,40,281,0,1,Inbound train with special treatment.
3,1,40,174,0,1,Inbound train with special treatment.
4,1,40,578,0,1,Inbound train with special treatment.
5,1,40,0,876,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,927,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,1234,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,1107,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,857,0,Outbound train that leaves the yard from the departure tracks.
