Id,dest,cap,arr,dep,inb,type
0,3,40,272,0,1,Inbound train without any special treatment.
1,4,40,554,0,1,Inbound train without any special treatment.
2,2,40,297,0,1,Inbound train with special treatment.
3,2,40,214,0,1,Inbound train with special treatment.
4,4,40,421,0,1,Inbound train with special treatment.
5,1,40,0,1018,0,Outbound train that leaves the yard from the classification tracks.
6,3,40,0,1134,0,Outbound train that leaves the yard from the classification tracks.
7,4,40,0,1049,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,1164,0,Outbound train that leaves the yard from the departure tracks.
9,5,40,0,1206,0,Outbound train that leaves the yard from the departure tracks.
