Id,dest,cap,arr,dep,inb,type
0,1,40,596,0,1,Inbound train without any special treatment.
1,2,40,445,0,1,Inbound train without any special treatment.
2,2,40,181,0,1,Inbound train without any special treatment.
3,1,40,366,0,1,Inbound train without any special treatment.
4,2,40,132,0,1,Inbound train without any special treatment.
5,1,40,227,0,1,Inbound train with special treatment.
6,2,40,226,0,1,Inbound train with special treatment.
7,1,40,155,0,1,Inbound train with special treatment.
8,1,40,338,0,1,Inbound train with special treatment.
9,2,40,66,0,1,Inbound train with special treatment.
10,2,40,0,1184,0,Outbound train that leaves the yard from the classification tracks.
11,1,40,0,817,0,Outbound train that leaves the yard from the classification tracks.
12,2,40,0,925,0,Outbound train that leaves the yard from the classification tracks.
13,1,40,0,1286,0,Outbound train that leaves the yard from the classification tracks.
14,1,40,0,964,0,Outbound train that leaves the yard from the classification tracks.
15,2,40,0,1239,0,Outbound train that leaves the yard from the departure tracks.
16,2,40,0,1236,0,Outbound train that leaves the yard from the departure tracks.
17,1,40,0,1379,0,Outbound train that leaves the yard from the departure tracks.
18,2,40,0,1372,0,Outbound train that leaves the yard from the departure tracks.
19,1,40,0,1383,0,Outbound train that leaves the yard from the departure tracks.
