Id,dest,cap,arr,dep,inb,type
0,1,40,372,0,1,Inbound train without any special treatment.
1,1,40,577,0,1,Inbound train without any special treatment.
2,2,40,213,0,1,Inbound train with special treatment.
3,1,40,580,0,1,Inbound train with special treatment.
4,2,40,139,0,1,Inbound train with special treatment.
5,2,40,0,870,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,939,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,1369,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,1137,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,885,0,Outbound train that leaves the yard from the departure tracks.
