Id,dest,cap,arr,dep,inb,type
0,1,40,268,0,1,Inbound train without any special treatment.
1,1,40,112,0,1,Inbound train without any special treatment.
2,1,40,456,0,1,Inbound train without any special treatment.
3,1,40,606,0,1,Inbound train without any special treatment.
4,1,40,306,0,1,Inbound train without any special treatment.
5,1,40,0,1113,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1234,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,1215,0,Outbound train that leaves the yard from the classification tracks.
8,1,40,0,1059,0,Outbound train that leaves the yard from the classification tracks.
9,1,40,0,1232,0,Outbound train that leaves the yard from the classification tracks.
