Id,dest,cap,arr,dep,inb,type
0,1,40,597,0,1,Inbound train without any special treatment.
1,1,40,66,0,1,Inbound train without any special treatment.
2,2,40,386,0,1,Inbound train with special treatment.
3,1,40,424,0,1,Inbound train with special treatment.
4,2,40,400,0,1,Inbound train with special treatment.
5,1,40,0,1092,0,Outbound train that leaves the yard from the classification tracks.
6,2,40,0,903,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,1299,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,1074,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,1301,0,Outbound train that leaves the yard from the departure tracks.
