Id,dest,cap,arr,dep,inb,type
0,3,40,514,0,1,Inbound train without any special treatment.
1,1,40,39,0,1,Inbound train without any special treatment.
2,5,40,279,0,1,Inbound train without any special treatment.
3,2,40,242,0,1,Inbound train without any special treatment.
4,1,40,184,0,1,Inbound train without any special treatment.
5,1,40,0,1195,0,Outbound train that leaves the yard from the classification tracks.
6,2,40,0,816,0,Outbound train that leaves the yard from the classification tracks.
7,5,40,0,1247,0,Outbound train that leaves the yard from the classification tracks.
8,3,40,0,1098,0,Outbound train that leaves the yard from the classification tracks.
9,4,40,0,1001,0,Outbound train that leaves the yard from the classification tracks.
