Id,dest,cap,arr,dep,inb,type
0,1,40,120,0,1,Inbound train without any special treatment.
1,1,40,741,0,1,Inbound train without any special treatment.
2,1,40,624,0,1,Inbound train with special treatment.
3,1,40,303,0,1,Inbound train with special treatment.
4,2,40,516,0,1,Inbound train with special treatment.
5,2,40,0,701,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,748,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,775,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,741,0,Outbound train that leaves the yard from the departure tracks.
9,2,40,0,735,0,Outbound train that leaves the yard from the departure tracks.
