Id,dest,cap,arr,dep,inb,type
0,1,40,350,0,1,Inbound train without any special treatment.
1,1,40,249,0,1,Inbound train without any special treatment.
2,2,40,573,0,1,Inbound train without any special treatment.
3,1,40,403,0,1,Inbound train without any special treatment.
4,2,40,661,0,1,Inbound train without any special treatment.
5,1,40,192,0,1,Inbound train with special treatment.
6,1,40,37,0,1,Inbound train with special treatment.
7,2,40,807,0,1,Inbound train with special treatment.
8,1,40,670,0,1,Inbound train with special treatment.
9,2,40,349,0,1,Inbound train with special treatment.
10,1,40,0,1244,0,Outbound train that leaves the yard from the classification tracks.
11,1,40,0,1085,0,Outbound train that leaves the yard from the classification tracks.
12,1,40,0,876,0,Outbound train that leaves the yard from the classification tracks.
13,1,40,0,1061,0,Outbound train that leaves the yard from the classification tracks.
14,1,40,0,791,0,Outbound train that leaves the yard from the classification tracks.
15,2,40,0,1174,0,Outbound train that leaves the yard from the departure tracks.
16,2,40,0,636,0,Outbound train that leaves the yard from the departure tracks.
17,2,40,0,819,0,Outbound train that leaves the yard from the departure tracks.
18,2,40,0,1141,0,Outbound train that leaves the yard from the departure tracks.
19,2,40,0,733,0,Outbound train that leaves the yard from the departure tracks.
