Id,dest,cap,arr,dep,inb,type
0,3,40,281,0,1,Inbound train without any special treatment.
1,4,40,542,0,1,Inbound train without any special treatment.
2,3,40,205,0,1,Inbound train with special treatment.
3,3,40,382,0,1,Inbound train with special treatment.
4,2,40,405,0,1,Inbound train with special treatment.
5,3,40,0,610,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,893,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,1154,0,Outbound train that leaves the yard from the departure tracks.
8,5,40,0,1159,0,Outbound train that leaves the yard from the departure tracks.
9,4,40,0,1382,0,Outbound train that leaves the yard from the departure tracks.
