Id,dest,cap,arr,dep,inb,type
0,3,40,596,0,1,Inbound train without any special treatment.
1,4,40,761,0,1,Inbound train without any special treatment.
2,2,40,538,0,1,Inbound train with special treatment.
3,1,40,782,0,1,Inbound train with special treatment.
4,3,40,321,0,1,Inbound train with special treatment.
5,4,40,0,1099,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,928,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,1178,0,Outbound train that leaves the yard from the departure tracks.
8,5,40,0,759,0,Outbound train that leaves the yard from the departure tracks.
9,3,40,0,765,0,Outbound train that leaves the yard from the departure tracks.
