Id,dest,cap,arr,dep,inb,type
0,2,40,396,0,1,Inbound train without any special treatment.
1,1,40,353,0,1,Inbound train without any special treatment.
2,1,40,133,0,1,Inbound train without any special treatment.
3,1,40,698,0,1,Inbound train without any special treatment.
4,2,40,71,0,1,Inbound train without any special treatment.
5,1,40,172,0,1,Inbound train with special treatment.
6,1,40,279,0,1,Inbound train with special treatment.
7,1,40,154,0,1,Inbound train with special treatment.
8,1,40,417,0,1,Inbound train with special treatment.
9,2,40,313,0,1,Inbound train with special treatment.
10,1,40,0,1044,0,Outbound train that leaves the yard from the classification tracks.
11,1,40,0,1230,0,Outbound train that leaves the yard from the classification tracks.
12,2,40,0,791,0,Outbound train that leaves the yard from the classification tracks.
13,2,40,0,637,0,Outbound train that leaves the yard from the classification tracks.
14,1,40,0,1290,0,Outbound train that leaves the yard from the classification tracks.
15,2,40,0,876,0,Outbound train that leaves the yard from the departure tracks.
16,1,40,0,1280,0,Outbound train that leaves the yard from the departure tracks.
17,2,40,0,1076,0,Outbound train that leaves the yard from the departure tracks.
18,1,40,0,768,0,Outbound train that leaves the yard from the departure tracks.
19,2,40,0,829,0,Outbound train that leaves the yard from the departure tracks.
