Id,dest,cap,arr,dep,inb,type
0,1,40,546,0,1,Inbound train without any special treatment.
1,1,40,642,0,1,Inbound train without any special treatment.
2,1,40,64,0,1,Inbound train without any special treatment.
3,2,40,21,0,1,Inbound train without any special treatment.
4,2,40,21,0,1,Inbound train without any special treatment.
5,2,40,42,0,1,Inbound train without any special treatment.
6,2,40,749,0,1,Inbound train without any special treatment.
7,2,40,254,0,1,Inbound train without any special treatment.
8,2,40,232,0,1,Inbound train without any special treatment.
9,2,40,475,0,1,Inbound train without any special treatment.
10,1,40,287,0,1,Inbound train with special treatment.
11,1,40,167,0,1,Inbound train with special treatment.
12,1,40,766,0,1,Inbound train with special treatment.
13,1,40,74,0,1,Inbound train with special treatment.
14,1,40,766,0,1,Inbound train with special treatment.
15,1,40,726,0,1,Inbound train with special treatment.
16,1,40,70,0,1,Inbound train with special treatment.
17,1,40,753,0,1,Inbound train with special treatment.
18,1,40,554,0,1,Inbound train with special treatment.
19,1,40,97,0,1,Inbound train with special treatment.
20,1,40,0,986,0,Outbound train that leaves the yard from the classification tracks.
21,2,40,0,1078,0,Outbound train that leaves the yard from the classification tracks.
22,1,40,0,953,0,Outbound train that leaves the yard from the classification tracks.
23,2,40,0,630,0,Outbound train that leaves the yard from the classification tracks.
24,1,40,0,674,0,Outbound train that leaves the yard from the classification tracks.
25,2,40,0,763,0,Outbound train that leaves the yard from the classification tracks.
26,2,40,0,1012,0,Outbound train that leaves the yard from the classification tracks.
27,1,40,0,610,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,822,0,Outbound train that leaves the yard from the classification tracks.
29,2,40,0,635,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,1245,0,Outbound train that leaves the yard from the departure tracks.
31,1,40,0,640,0,Outbound train that leaves the yard from the departure tracks.
32,2,40,0,1308,0,Outbound train that leaves the yard from the departure tracks.
33,1,40,0,1036,0,Outbound train that leaves the yard from the departure tracks.
34,1,40,0,817,0,Outbound train that leaves the yard from the departure tracks.
35,2,40,0,1194,0,Outbound train that leaves the yard from the departure tracks.
36,2,40,0,792,0,Outbound train that leaves the yard from the departure tracks.
37,1,40,0,1216,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,1209,0,Outbound train that leaves the yard from the departure tracks.
39,2,40,0,1021,0,Outbound train that leaves the yard from the departure tracks.
