Id,dest,cap,arr,dep,inb,type
0,1,40,55,0,1,Inbound train without any special treatment.
1,1,40,18,0,1,Inbound train without any special treatment.
2,1,40,125,0,1,Inbound train with special treatment.
3,1,40,15,0,1,Inbound train with special treatment.
4,1,40,49,0,1,Inbound train with special treatment.
5,1,40,0,1197,0,Outbound train that leaves the yard from the classification tracks.
6,2,40,0,857,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,671,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,1110,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,1220,0,Outbound train that leaves the yard from the departure tracks.
