Id,dest,cap,arr,dep,inb,type
0,2,40,756,0,1,Inbound train without any special treatment.
1,2,40,357,0,1,Inbound train without any special treatment.
2,2,40,597,0,1,Inbound train with special treatment.
3,1,40,60,0,1,Inbound train with special treatment.
4,2,40,583,0,1,Inbound train with special treatment.
5,2,40,0,968,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,650,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,864,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,702,0,Outbound train that leaves the yard from the departure tracks.
9,2,40,0,615,0,Outbound train that leaves the yard from the departure tracks.
