Id,dest,cap,arr,dep,inb,type
0,1,40,411,0,1,Inbound train without any special treatment.
1,1,40,315,0,1,Inbound train without any special treatment.
2,2,40,116,0,1,Inbound train with special treatment.
3,1,40,755,0,1,Inbound train with special treatment.
4,2,40,632,0,1,Inbound train with special treatment.
5,1,40,0,1039,0,Outbound train that leaves the yard from the classification tracks.
6,2,40,0,758,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,1114,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,1273,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,1357,0,Outbound train that leaves the yard from the departure tracks.
