Id,dest,cap,arr,dep,inb,type
0,2,40,67,0,1,Inbound train without any special treatment.
1,1,40,169,0,1,Inbound train without any special treatment.
2,2,40,506,0,1,Inbound train with special treatment.
3,1,40,530,0,1,Inbound train with special treatment.
4,1,40,468,0,1,Inbound train with special treatment.
5,1,40,0,933,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,754,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,662,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,727,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,958,0,Outbound train that leaves the yard from the departure tracks.
