Id,dest,cap,arr,dep,inb,type
0,2,40,173,0,1,Inbound train without any special treatment.
1,2,40,150,0,1,Inbound train without any special treatment.
2,2,40,271,0,1,Inbound train with special treatment.
3,2,40,282,0,1,Inbound train with special treatment.
4,2,40,138,0,1,Inbound train with special treatment.
5,1,40,0,1047,0,Outbound train that leaves the yard from the classification tracks.
6,2,40,0,614,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,855,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,690,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,792,0,Outbound train that leaves the yard from the departure tracks.
