Id,dest,cap,arr,dep,inb,type
0,1,40,783,0,1,Inbound train without any special treatment.
1,2,40,493,0,1,Inbound train without any special treatment.
2,2,40,33,0,1,Inbound train without any special treatment.
3,2,40,749,0,1,Inbound train without any special treatment.
4,1,40,612,0,1,Inbound train without any special treatment.
5,1,40,737,0,1,Inbound train without any special treatment.
6,1,40,259,0,1,Inbound train without any special treatment.
7,2,40,254,0,1,Inbound train without any special treatment.
8,1,40,656,0,1,Inbound train without any special treatment.
9,1,40,57,0,1,Inbound train without any special treatment.
10,2,40,349,0,1,Inbound train with special treatment.
11,1,40,269,0,1,Inbound train with special treatment.
12,2,40,713,0,1,Inbound train with special treatment.
13,2,40,331,0,1,Inbound train with special treatment.
14,1,40,588,0,1,Inbound train with special treatment.
15,2,40,745,0,1,Inbound train with special treatment.
16,1,40,575,0,1,Inbound train with special treatment.
17,1,40,209,0,1,Inbound train with special treatment.
18,2,40,82,0,1,Inbound train with special treatment.
19,2,40,511,0,1,Inbound train with special treatment.
20,2,40,0,909,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,1382,0,Outbound train that leaves the yard from the classification tracks.
22,1,40,0,1283,0,Outbound train that leaves the yard from the classification tracks.
23,1,40,0,1060,0,Outbound train that leaves the yard from the classification tracks.
24,1,40,0,730,0,Outbound train that leaves the yard from the classification tracks.
25,2,40,0,1287,0,Outbound train that leaves the yard from the classification tracks.
26,2,40,0,1410,0,Outbound train that leaves the yard from the classification tracks.
27,1,40,0,1249,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,1190,0,Outbound train that leaves the yard from the classification tracks.
29,1,40,0,1089,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,657,0,Outbound train that leaves the yard from the departure tracks.
31,1,40,0,805,0,Outbound train that leaves the yard from the departure tracks.
32,2,40,0,856,0,Outbound train that leaves the yard from the departure tracks.
33,1,40,0,1085,0,Outbound train that leaves the yard from the departure tracks.
34,2,40,0,1394,0,Outbound train that leaves the yard from the departure tracks.
35,2,40,0,869,0,Outbound train that leaves the yard from the departure tracks.
36,2,40,0,1408,0,Outbound train that leaves the yard from the departure tracks.
37,2,40,0,953,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,1153,0,Outbound train that leaves the yard from the departure tracks.
39,2,40,0,694,0,Outbound train that leaves the yard from the departure tracks.
