Id,dest,cap,arr,dep,inb,type
0,1,40,429,0,1,Inbound train without any special treatment.
1,2,40,679,0,1,Inbound train without any special treatment.
2,2,40,120,0,1,Inbound train without any special treatment.
3,2,40,569,0,1,Inbound train without any special treatment.
4,1,40,770,0,1,Inbound train without any special treatment.
5,1,40,660,0,1,Inbound train without any special treatment.
6,2,40,681,0,1,Inbound train without any special treatment.
7,2,40,682,0,1,Inbound train without any special treatment.
8,1,40,586,0,1,Inbound train without any special treatment.
9,2,40,697,0,1,Inbound train without any special treatment.
10,2,40,489,0,1,Inbound train with special treatment.
11,2,40,484,0,1,Inbound train with special treatment.
12,2,40,439,0,1,Inbound train with special treatment.
13,2,40,410,0,1,Inbound train with special treatment.
14,2,40,250,0,1,Inbound train with special treatment.
15,1,40,754,0,1,Inbound train with special treatment.
16,2,40,163,0,1,Inbound train with special treatment.
17,2,40,397,0,1,Inbound train with special treatment.
18,2,40,102,0,1,Inbound train with special treatment.
19,1,40,783,0,1,Inbound train with special treatment.
20,2,40,0,642,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,1408,0,Outbound train that leaves the yard from the classification tracks.
22,2,40,0,1276,0,Outbound train that leaves the yard from the classification tracks.
23,1,40,0,1249,0,Outbound train that leaves the yard from the classification tracks.
24,1,40,0,617,0,Outbound train that leaves the yard from the classification tracks.
25,2,40,0,1367,0,Outbound train that leaves the yard from the classification tracks.
26,2,40,0,1102,0,Outbound train that leaves the yard from the classification tracks.
27,2,40,0,912,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,1045,0,Outbound train that leaves the yard from the classification tracks.
29,2,40,0,894,0,Outbound train that leaves the yard from the classification tracks.
30,2,40,0,766,0,Outbound train that leaves the yard from the departure tracks.
31,1,40,0,768,0,Outbound train that leaves the yard from the departure tracks.
32,1,40,0,879,0,Outbound train that leaves the yard from the departure tracks.
33,1,40,0,1401,0,Outbound train that leaves the yard from the departure tracks.
34,2,40,0,1237,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,1333,0,Outbound train that leaves the yard from the departure tracks.
36,1,40,0,713,0,Outbound train that leaves the yard from the departure tracks.
37,2,40,0,832,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,979,0,Outbound train that leaves the yard from the departure tracks.
39,1,40,0,622,0,Outbound train that leaves the yard from the departure tracks.
