Id,dest,cap,arr,dep,inb,type
0,2,40,526,0,1,Inbound train without any special treatment.
1,2,40,53,0,1,Inbound train without any special treatment.
2,2,40,469,0,1,Inbound train without any special treatment.
3,1,40,308,0,1,Inbound train without any special treatment.
4,2,40,546,0,1,Inbound train without any special treatment.
5,2,40,90,0,1,Inbound train without any special treatment.
6,1,40,632,0,1,Inbound train without any special treatment.
7,2,40,294,0,1,Inbound train without any special treatment.
8,1,40,710,0,1,Inbound train without any special treatment.
9,2,40,752,0,1,Inbound train without any special treatment.
10,1,40,12,0,1,Inbound train with special treatment.
11,2,40,757,0,1,Inbound train with special treatment.
12,1,40,547,0,1,Inbound train with special treatment.
13,1,40,322,0,1,Inbound train with special treatment.
14,2,40,586,0,1,Inbound train with special treatment.
15,1,40,217,0,1,Inbound train with special treatment.
16,1,40,60,0,1,Inbound train with special treatment.
17,1,40,312,0,1,Inbound train with special treatment.
18,2,40,89,0,1,Inbound train with special treatment.
19,1,40,132,0,1,Inbound train with special treatment.
20,1,40,0,1070,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,767,0,Outbound train that leaves the yard from the classification tracks.
22,2,40,0,823,0,Outbound train that leaves the yard from the classification tracks.
23,2,40,0,1398,0,Outbound train that leaves the yard from the classification tracks.
24,2,40,0,706,0,Outbound train that leaves the yard from the classification tracks.
25,2,40,0,1161,0,Outbound train that leaves the yard from the classification tracks.
26,2,40,0,1223,0,Outbound train that leaves the yard from the classification tracks.
27,2,40,0,621,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,1289,0,Outbound train that leaves the yard from the classification tracks.
29,1,40,0,1258,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,770,0,Outbound train that leaves the yard from the departure tracks.
31,1,40,0,617,0,Outbound train that leaves the yard from the departure tracks.
32,1,40,0,647,0,Outbound train that leaves the yard from the departure tracks.
33,2,40,0,794,0,Outbound train that leaves the yard from the departure tracks.
34,2,40,0,887,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,1233,0,Outbound train that leaves the yard from the departure tracks.
36,2,40,0,1069,0,Outbound train that leaves the yard from the departure tracks.
37,1,40,0,1345,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,1227,0,Outbound train that leaves the yard from the departure tracks.
39,1,40,0,1021,0,Outbound train that leaves the yard from the departure tracks.
