Id,dest,cap,arr,dep,inb,type
0,4,40,468,0,1,Inbound train without any special treatment.
1,4,40,95,0,1,Inbound train without any special treatment.
2,5,40,520,0,1,Inbound train with special treatment.
3,1,40,712,0,1,Inbound train with special treatment.
4,2,40,618,0,1,Inbound train with special treatment.
5,1,40,0,1212,0,Outbound train that leaves the yard from the classification tracks.
6,5,40,0,1376,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,857,0,Outbound train that leaves the yard from the departure tracks.
8,4,40,0,1329,0,Outbound train that leaves the yard from the departure tracks.
9,3,40,0,619,0,Outbound train that leaves the yard from the departure tracks.
