Id,dest,cap,arr,dep,inb,type
0,1,40,105,0,1,Inbound train without any special treatment.
1,2,40,27,0,1,Inbound train without any special treatment.
2,2,40,686,0,1,Inbound train with special treatment.
3,1,40,426,0,1,Inbound train with special treatment.
4,1,40,327,0,1,Inbound train with special treatment.
5,2,40,0,667,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1107,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,941,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,712,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,661,0,Outbound train that leaves the yard from the departure tracks.
