Id,dest,cap,arr,dep,inb,type
0,4,40,331,0,1,Inbound train without any special treatment.
1,3,40,341,0,1,Inbound train without any special treatment.
2,1,40,610,0,1,Inbound train without any special treatment.
3,4,40,458,0,1,Inbound train without any special treatment.
4,1,40,518,0,1,Inbound train without any special treatment.
5,2,40,630,0,1,Inbound train without any special treatment.
6,1,40,178,0,1,Inbound train without any special treatment.
7,5,40,345,0,1,Inbound train without any special treatment.
8,4,40,727,0,1,Inbound train without any special treatment.
9,2,40,643,0,1,Inbound train without any special treatment.
10,5,40,731,0,1,Inbound train with special treatment.
11,4,40,619,0,1,Inbound train with special treatment.
12,5,40,52,0,1,Inbound train with special treatment.
13,3,40,369,0,1,Inbound train with special treatment.
14,1,40,612,0,1,Inbound train with special treatment.
15,5,40,699,0,1,Inbound train with special treatment.
16,4,40,188,0,1,Inbound train with special treatment.
17,5,40,266,0,1,Inbound train with special treatment.
18,3,40,412,0,1,Inbound train with special treatment.
19,4,40,26,0,1,Inbound train with special treatment.
20,3,40,0,705,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,1089,0,Outbound train that leaves the yard from the classification tracks.
22,4,40,0,1358,0,Outbound train that leaves the yard from the classification tracks.
23,5,40,0,1151,0,Outbound train that leaves the yard from the classification tracks.
24,4,40,0,1336,0,Outbound train that leaves the yard from the classification tracks.
25,4,40,0,696,0,Outbound train that leaves the yard from the classification tracks.
26,5,40,0,756,0,Outbound train that leaves the yard from the classification tracks.
27,4,40,0,721,0,Outbound train that leaves the yard from the classification tracks.
28,1,40,0,621,0,Outbound train that leaves the yard from the classification tracks.
29,2,40,0,958,0,Outbound train that leaves the yard from the classification tracks.
30,5,40,0,643,0,Outbound train that leaves the yard from the departure tracks.
31,2,40,0,975,0,Outbound train that leaves the yard from the departure tracks.
32,2,40,0,994,0,Outbound train that leaves the yard from the departure tracks.
33,5,40,0,994,0,Outbound train that leaves the yard from the departure tracks.
34,3,40,0,658,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,1235,0,Outbound train that leaves the yard from the departure tracks.
36,3,40,0,846,0,Outbound train that leaves the yard from the departure tracks.
37,2,40,0,1276,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,1094,0,Outbound train that leaves the yard from the departure tracks.
39,3,40,0,1318,0,Outbound train that leaves the yard from the departure tracks.
