Id,dest,cap,arr,dep,inb,type
0,1,40,95,0,1,Inbound train without any special treatment.
1,1,40,85,0,1,Inbound train without any special treatment.
2,2,40,313,0,1,Inbound train with special treatment.
3,2,40,334,0,1,Inbound train with special treatment.
4,2,40,259,0,1,Inbound train with special treatment.
5,2,40,0,1050,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1285,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,628,0,Outbound train that leaves the yard from the departure tracks.
8,1,40,0,766,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,899,0,Outbound train that leaves the yard from the departure tracks.
