Id,dest,cap,arr,dep,inb,type
0,1,40,324,0,1,Inbound train without any special treatment.
1,1,40,422,0,1,Inbound train without any special treatment.
2,2,40,291,0,1,Inbound train without any special treatment.
3,1,40,176,0,1,Inbound train without any special treatment.
4,1,40,436,0,1,Inbound train without any special treatment.
5,1,40,235,0,1,Inbound train with special treatment.
6,1,40,545,0,1,Inbound train with special treatment.
7,2,40,490,0,1,Inbound train with special treatment.
8,2,40,576,0,1,Inbound train with special treatment.
9,1,40,483,0,1,Inbound train with special treatment.
10,1,40,0,1149,0,Outbound train that leaves the yard from the classification tracks.
11,2,40,0,966,0,Outbound train that leaves the yard from the classification tracks.
12,1,40,0,1072,0,Outbound train that leaves the yard from the classification tracks.
13,2,40,0,1080,0,Outbound train that leaves the yard from the classification tracks.
14,1,40,0,837,0,Outbound train that leaves the yard from the classification tracks.
15,1,40,0,872,0,Outbound train that leaves the yard from the departure tracks.
16,1,40,0,740,0,Outbound train that leaves the yard from the departure tracks.
17,2,40,0,1185,0,Outbound train that leaves the yard from the departure tracks.
18,2,40,0,1065,0,Outbound train that leaves the yard from the departure tracks.
19,2,40,0,1179,0,Outbound train that leaves the yard from the departure tracks.
