Id,dest,cap,arr,dep,inb,type
0,1,40,96,0,1,Inbound train without any special treatment.
1,2,40,15,0,1,Inbound train without any special treatment.
2,2,40,465,0,1,Inbound train without any special treatment.
3,1,40,202,0,1,Inbound train without any special treatment.
4,2,40,62,0,1,Inbound train without any special treatment.
5,2,40,222,0,1,Inbound train without any special treatment.
6,1,40,351,0,1,Inbound train without any special treatment.
7,2,40,273,0,1,Inbound train without any special treatment.
8,1,40,68,0,1,Inbound train without any special treatment.
9,2,40,758,0,1,Inbound train without any special treatment.
10,1,40,52,0,1,Inbound train with special treatment.
11,1,40,86,0,1,Inbound train with special treatment.
12,1,40,24,0,1,Inbound train with special treatment.
13,2,40,76,0,1,Inbound train with special treatment.
14,2,40,552,0,1,Inbound train with special treatment.
15,2,40,278,0,1,Inbound train with special treatment.
16,1,40,25,0,1,Inbound train with special treatment.
17,2,40,318,0,1,Inbound train with special treatment.
18,1,40,367,0,1,Inbound train with special treatment.
19,1,40,155,0,1,Inbound train with special treatment.
20,1,40,0,1062,0,Outbound train that leaves the yard from the classification tracks.
21,2,40,0,934,0,Outbound train that leaves the yard from the classification tracks.
22,1,40,0,1277,0,Outbound train that leaves the yard from the classification tracks.
23,2,40,0,1291,0,Outbound train that leaves the yard from the classification tracks.
24,2,40,0,1122,0,Outbound train that leaves the yard from the classification tracks.
25,2,40,0,1340,0,Outbound train that leaves the yard from the classification tracks.
26,2,40,0,1205,0,Outbound train that leaves the yard from the classification tracks.
27,1,40,0,1263,0,Outbound train that leaves the yard from the classification tracks.
28,1,40,0,1206,0,Outbound train that leaves the yard from the classification tracks.
29,2,40,0,934,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,1356,0,Outbound train that leaves the yard from the departure tracks.
31,2,40,0,900,0,Outbound train that leaves the yard from the departure tracks.
32,1,40,0,1139,0,Outbound train that leaves the yard from the departure tracks.
33,2,40,0,791,0,Outbound train that leaves the yard from the departure tracks.
34,1,40,0,1263,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,685,0,Outbound train that leaves the yard from the departure tracks.
36,1,40,0,893,0,Outbound train that leaves the yard from the departure tracks.
37,1,40,0,751,0,Outbound train that leaves the yard from the departure tracks.
38,2,40,0,1341,0,Outbound train that leaves the yard from the departure tracks.
39,2,40,0,912,0,Outbound train that leaves the yard from the departure tracks.
