Id,dest,cap,arr,dep,inb,type
0,2,40,564,0,1,Inbound train without any special treatment.
1,1,40,693,0,1,Inbound train without any special treatment.
2,4,40,407,0,1,Inbound train with special treatment.
3,2,40,513,0,1,Inbound train with special treatment.
4,5,40,190,0,1,Inbound train with special treatment.
5,2,40,0,1293,0,Outbound train that leaves the yard from the classification tracks.
6,3,40,0,1230,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,1114,0,Outbound train that leaves the yard from the departure tracks.
8,5,40,0,1119,0,Outbound train that leaves the yard from the departure tracks.
9,4,40,0,1272,0,Outbound train that leaves the yard from the departure tracks.
