Id,dest,cap,arr,dep,inb,type
0,2,40,573,0,1,Inbound train without any special treatment.
1,2,40,661,0,1,Inbound train without any special treatment.
2,1,40,486,0,1,Inbound train without any special treatment.
3,2,40,592,0,1,Inbound train without any special treatment.
4,2,40,32,0,1,Inbound train without any special treatment.
5,2,40,322,0,1,Inbound train with special treatment.
6,1,40,564,0,1,Inbound train with special treatment.
7,1,40,243,0,1,Inbound train with special treatment.
8,1,40,590,0,1,Inbound train with special treatment.
9,2,40,272,0,1,Inbound train with special treatment.
10,1,40,0,945,0,Outbound train that leaves the yard from the classification tracks.
11,2,40,0,1003,0,Outbound train that leaves the yard from the classification tracks.
12,1,40,0,971,0,Outbound train that leaves the yard from the classification tracks.
13,2,40,0,935,0,Outbound train that leaves the yard from the classification tracks.
14,1,40,0,724,0,Outbound train that leaves the yard from the classification tracks.
15,2,40,0,1002,0,Outbound train that leaves the yard from the departure tracks.
16,2,40,0,1169,0,Outbound train that leaves the yard from the departure tracks.
17,1,40,0,1399,0,Outbound train that leaves the yard from the departure tracks.
18,2,40,0,881,0,Outbound train that leaves the yard from the departure tracks.
19,1,40,0,990,0,Outbound train that leaves the yard from the departure tracks.
