Id,dest,cap,arr,dep,inb,type
0,1,40,279,0,1,Inbound train without any special treatment.
1,1,40,63,0,1,Inbound train without any special treatment.
2,1,40,275,0,1,Inbound train with special treatment.
3,2,40,424,0,1,Inbound train with special treatment.
4,1,40,695,0,1,Inbound train with special treatment.
5,1,40,0,867,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1348,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,777,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,1264,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,1208,0,Outbound train that leaves the yard from the departure tracks.
