Id,dest,cap,arr,dep,inb,type
0,2,40,469,0,1,Inbound train without any special treatment.
1,1,40,471,0,1,Inbound train without any special treatment.
2,1,40,775,0,1,Inbound train with special treatment.
3,1,40,790,0,1,Inbound train with special treatment.
4,1,40,161,0,1,Inbound train with special treatment.
5,1,40,0,1320,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,1256,0,Outbound train that leaves the yard from the classification tracks.
7,2,40,0,1133,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,1113,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,797,0,Outbound train that leaves the yard from the departure tracks.
