Id,dest,cap,arr,dep,inb,type
0,5,40,575,0,1,Inbound train without any special treatment.
1,4,40,138,0,1,Inbound train without any special treatment.
2,3,40,713,0,1,Inbound train without any special treatment.
3,5,40,460,0,1,Inbound train without any special treatment.
4,5,40,65,0,1,Inbound train without any special treatment.
5,4,40,693,0,1,Inbound train with special treatment.
6,3,40,11,0,1,Inbound train with special treatment.
7,1,40,584,0,1,Inbound train with special treatment.
8,5,40,724,0,1,Inbound train with special treatment.
9,4,40,269,0,1,Inbound train with special treatment.
10,3,40,0,1236,0,Outbound train that leaves the yard from the classification tracks.
11,1,40,0,1338,0,Outbound train that leaves the yard from the classification tracks.
12,2,40,0,1367,0,Outbound train that leaves the yard from the classification tracks.
13,5,40,0,1398,0,Outbound train that leaves the yard from the classification tracks.
14,5,40,0,880,0,Outbound train that leaves the yard from the classification tracks.
15,4,40,0,1293,0,Outbound train that leaves the yard from the departure tracks.
16,3,40,0,1138,0,Outbound train that leaves the yard from the departure tracks.
17,4,40,0,1265,0,Outbound train that leaves the yard from the departure tracks.
18,1,40,0,756,0,Outbound train that leaves the yard from the departure tracks.
19,2,40,0,949,0,Outbound train that leaves the yard from the departure tracks.
